Restaurant ID,Restaurant Name,City,Address,Cuisines,Aggregate rating
18463970,Biryani Art,Gurgaon,"SCO 48, DSC Market, A Urban Estate, Sector 23, Gurgaon","Hyderabadi, North Indian, Biryani",3.3
309867,Daawat-e! Amritsar,Gurgaon,"Shop 10, 1st Floor, Sector 23 Market, Sector 23, Gurgaon",Mughlai,2.9
18412887,Faasos,Gurgaon,"SCO 48, Sector 23-A, Sector 23, Gurgaon","North Indian, Fast Food",3.0
18423107,Ovenstory Pizza,Gurgaon,"Sector 23, Gurgaon","Pizza, Fast Food",3.3
4121,Pizza Hut Delivery,Gurgaon,"SCO 63, Ground Floor, Behind HP Petrol Pump, Sector 23 A, Near Sector 23, Gurgaon","Italian, Pizza, Fast Food",2.7
305072,Game n Grillz,Gurgaon,"Near ITM University, Sector 23-A, Sector 23, Gurgaon","North Indian, Chinese, Fast Food",3.6
18421938,Hamoni Red: Play Cafe,Gurgaon,"CK Farm, Carterpuri Village, Sector 23A, Gurgaon, Sector 23, Gurgaon",Cafe,3.9
18481321,Firangi Bake,Gurgaon,"SCO 48, Sec 23 A, Sector 23, Gurgaon",Bakery,0.0
18489829,Indochi,Gurgaon,"Near ITM University, Sector 23-A, Near Sector 23, Gurgaon","Chinese, Fast Food, North Indian",0.0
18414487,Kettle & Kegs,Gurgaon,"Sector 23, Gurgaon",Tea,0.0
18449656,The Food Garage,Gurgaon,"Shop 65, Near Petrol Pump, Huda Shopping Market, Sector 23A, Sector 23, Gurgaon","Chinese, North Indian",0.0
313105,Machan,Gurgaon,"Near Leisure Valley Park, Sector 29, Gurgaon","North Indian, Chinese",3.3
300772,Mainland China,Gurgaon,"SCO 26, Opposite Reliance Mart, Main Market, Sector 29, Gurgaon",Chinese,3.3
836,Pind Balluchi,Gurgaon,"Vatika Grand, Near Leisure Valley, Sector 29, Gurgaon","North Indian, Mughlai",3.4
3606,Sagar Ratna,Gurgaon,"SCO 33-34, 1st Floor, Main Market, Sector 29, Gurgaon","South Indian, North Indian, Chinese",2.7
305996,Sasuraal,Gurgaon,"SCO 26, Ground Floor, Main Market, Sector 29, Gurgaon","North Indian, Mughlai",3.3
18418247,feel ALIVE,Gurgaon,"SCO 53, 2nd Floor, Main Market, Sector 29, Gurgaon","North Indian, American, Asian, Biryani",4.7
18365987,Matchbox,Gurgaon,"30, Ground Floor, Sector 29, Gurgaon","Continental, North Indian, Chinese",4.8
18337894,Prankster,Gurgaon,"Site 8-10, Sector 29, Gurgaon","Modern Indian, North Indian",4.8
4398,21 Gun Salute,Gurgaon,"SCO 35-36, 1st Foor, Main Market, Sector 29, Gurgaon","North Indian, Mughlai, Asian, Continental",3.9
18336483,Backyard Underground,Gurgaon,"SCO 35-36, Leisure Valley Market, Sector 29, Gurgaon","Continental, Italian, North Indian, American",3.5
496,Bikanervala,Gurgaon,"Plot 3-5, Near Leisure Valley Park, Sector 29, Gurgaon","Mithai, North Indian, South Indian, Fast Food, Street Food, Chinese",3.8
4133,Chin Chin,Gurgaon,"SCO 33, Ground Floor, Main Market, Sector 29, Gurgaon",Chinese,3.5
5065,Domino's Pizza,Gurgaon,"SCO 35, Ground Floor, Main Market, Sector 29, Gurgaon","Pizza, Fast Food",3.6
313393,Eggjactly,Gurgaon,"Location Varies, Sector 29, Gurgaon","American, Fast Food",3.7
5052,Gola Sizzlers,Gurgaon,"SCO 39, Main Market, Sector 29, Gurgaon","Chinese, North Indian, Mughlai, Continental",3.5
18128900,Hunter Valley,Gurgaon,"SCO 61, Main Market, Sector 29, Gurgaon","Mexican, Italian, North Indian, Chinese",3.6
309339,Jungle Jamboree,Gurgaon,"2nd Floor, SCO 61, Sector 29, Gurgaon","Continental, Chinese, Thai, Mughlai, North Indian",3.8
5104,McDonald's,Gurgaon,"SCO 36, Main Market, Sector 29, Gurgaon","Fast Food, Burger",3.5
18254529,My Bar Headquarters By Dockyard,Gurgaon,"SCO 53, Sector 29, Gurgaon","Continental, North Indian, Chinese, European, Asian",3.9
17953909,Punjabi by Nature,Gurgaon,"SCO 19, 1st Floor, Main Market, Sector 29, Gurgaon",North Indian,3.6
310203,Sandys Cocktails & Kitchen,Gurgaon,"SCO 388, Near IFFCO Metro Station, Sector 29, Gurgaon","Asian, European",3.9
18238250,Sense Of Spirits,Gurgaon,"SCO 11-12, 1st Floor, Main Market, Sector 29, Gurgaon","North Indian, Chinese, Continental, Thai",3.9
305272,Starbucks,Gurgaon,"SCO 39, Ground Floor, Main Market, Sector 29, Gurgaon",Cafe,3.7
1851,Swagath,Gurgaon,"SCO 16-17, Main Market, Sector 29, Gurgaon","North Indian, Chinese, South Indian, Seafood, Chettinad",3.6
18446415,The Old School Brew House,Gurgaon,"SCO 56, 4th Floor, Sector 29, Gurgaon","Continental, Burger, Pizza, North Indian, European, Finger Food",3.9
18261703,Barcelos,Gurgaon,"SCO 22, Main Market, Sector 29, Gurgaon","Portuguese, African, Lebanese",4.0
18241517,Boombox Brewstreet,Gurgaon,"SCO 53, 1st Floor, Main Market, Sector 29, Gurgaon","North Indian, Italian, Chinese, American",4.4
18252386,BRONX Bar Exchange,Gurgaon,"SCO 38, Main Market, Sector 29, Gurgaon","Chinese, Continental, North Indian, Mexican",4.1
18281955,Djinggs,Gurgaon,"SCO 53, 3rd Floor, Sector 29, Gurgaon","Asian, Seafood",4.1
4959,Downtown - Diners & Living Beer Cafe,Gurgaon,"SCO 34, Main Market, Sector 29, Gurgaon","North Indian, Chinese, Italian, Continental",4.4
18037822,Drifters Cafe,Gurgaon,"Location Varies, Sector 29, Gurgaon","Chinese, Thai, Asian",4.1
3575,Gung The Palace,Gurgaon,"SCO 28, Main Market, Sector 29, Gurgaon",Korean,4.2
18273972,Magadh and Awadh,Gurgaon,"SCO 396, Near IFFCO Chowk Metro Station, Sector 29, Gurgaon","Bihari, Lucknowi, North Indian",4.0
8430,Mamagoto,Gurgaon,"SCO 56, City Centre, Sector 29, Gurgaon","Asian, Thai, Chinese",4.1
18157413,Molecule Air Bar,Gurgaon,"4th Floor, SCO 53, Main Market, Sector 29, Gurgaon","Continental, North Indian, Italian, Chinese",4.2
18422475,Nagai,Gurgaon,"SCO 305, Ground Floor, Huda Gymkhana Road, Behind The Pllazio Hotel, Sector 29, Gurgaon","Japanese, Sushi",4.3
18435794,PitStop BrewPub,Gurgaon,"Oysters Beach, Sector 29, Gurgaon","Continental, Italian, North Indian, Mughlai",4.4
18429166,The Classroom,Gurgaon,"Main Market, Sector 29, Gurgaon","North Indian, Italian, Parsi, Asian, Kerala",4.4
18264995,buí©no,Gurgaon,"108, Vijay Vihar, Silokhera Road, Near BPTP Park Centra Building, Sector 30, Gurgaon","Healthy Food, Cafe, Desserts, Italian, Bakery",3.8
18025114,Bottles and Barrels,Gurgaon,"2nd Floor, Star Tower, Exit 8, NH-8, Sector 30, Gurgaon","North Indian, Asian, Italian",4.0
310799,A One Rasoi,Gurgaon,"Shop 53, HUDA Market, Sector 40, Near, Sector 31, Gurgaon",North Indian,3.1
306719,Angeethi,Gurgaon,"200, Main Market, Sector 31, Gurgaon","North Indian, Chinese, Mughlai",2.7
18285721,Burger Point,Gurgaon,"Shop 163, HUDA Market, Sector 31, Gurgaon","Burger, Fast Food",2.7
598,Cafe Coffee Day,Gurgaon,"SCO-24, Main Market, Sector 31, Gurgaon",Cafe,3.1
300066,Cake Castle,Gurgaon,"117/184, Main Market, Sector 31, Gurgaon","Bakery, Fast Food",3.2
18396412,CHA,Gurgaon,"Shop 99, HUDA Market, Sector 32, Near Sector 31, Gurgaon","Beverages, Fast Food",3.2
18249121,Chai Point,Gurgaon,"3rd Floor, Tower A3, DLF Silokhera, Sector 30, Gurgaon","Tea, Fast Food",2.9
18241877,Fees - The Cloud Kitchen,Gurgaon,"1010, Sector 31, Gurgaon","North Indian, Mughlai",2.9
310461,Food Ka Mood,Gurgaon,"Shop 94-95, HUDA Market, Sector 40, Near, Sector 31, Gurgaon","North Indian, Chinese",3.1
18385781,Frozen Factory,Gurgaon,"Near Cut and Style, Sector 31, Gurgaon","Desserts, Beverages",3.1
18360098,Goli Vada Pav No. 1,Gurgaon,"Shop 212, Sector 31-32 A HUDA Market, Sector 31, Gurgaon",Street Food,3.1
300491,Green Chick Chop,Gurgaon,"108, Opposite Corporation Bank, HUDA Market, Sector 31, Gurgaon","Raw Meats, North Indian, Fast Food",3.1
307678,Harichatni.com,Gurgaon,"Shop 15, Huda Market, Sector 31, Gurgaon","North Indian, Street Food",2.9
18352295,Kk Chaap Express,Gurgaon,"HUDA Market, Sector 31, Gurgaon","Fast Food, North Indian",3.3
18451594,Latenight.in,Gurgaon,"147, Sector 31, Gurgaon","North Indian, Biryani, Chinese",3.0
18391176,Mitran Da Junction,Gurgaon,"Shop 57, Near Subway Market, Sector 31, Gurgaon",North Indian,2.7
313456,Mogambo Kitchen,Gurgaon,"961, Sector 40, Near Sector 31, Gurgaon","North Indian, Fast Food",3.1
304518,Mother Ringlet,Gurgaon,"Shop 211, Huda Market, Sector 31, Gurgaon","North Indian, Chinese",2.5
6896,Sna-X Point,Gurgaon,"Shop 109, HUDA Market, Sector 40, Near, Sector 31, Gurgaon","Fast Food, Chinese",3.2
18441701,Wow! Momo,Gurgaon,"Shop 214, Huda Market, Sector 31, Gurgaon","Chinese, Tibetan",2.9
4154,Yashna,Gurgaon,"Shop 199, Main Market, Sector 31, Gurgaon","North Indian, Mughlai",2.8
18376925,Twigly,Gurgaon,"Huda Market, Sector 46, Near Sector 31, Gurgaon","Asian, Continental, Fast Food",4.5
2180,Bakers Oven,Gurgaon,"141, Sector 31-32 A, Sector 31, Gurgaon","Bakery, Desserts",3.6
18224532,Dilli 6 On Wheels,Gurgaon,"Shop 84, 85, 86 & 87, HUDA Shopping Complex, Near Medanta Hospital, Sector 32, Near, Sector 31, Gurgaon","North Indian, Chinese",3.8
18356357,La Pino'z Pizza,Gurgaon,"Shop 19, 1st floor, Sector 31, Gurgaon","Pizza, Italian",3.5
18175268,LeanBodyMeals,Gurgaon,"Sector 31, Gurgaon","Healthy Food, Salad, Italian, Continental",3.9
5004,Om Sweets & Snacks,Gurgaon,"SCO 17, Main Market, Sector 31, Gurgaon","North Indian, South Indian, Street Food, Mithai",3.5
308617,Tasty Tweets,Gurgaon,"118, HUDA Market, Sector 31, Gurgaon",Bakery,3.9
304351,The Kathi Rolls,Gurgaon,"Shop 150, HUDA Market, Sector 31, Gurgaon",Fast Food,3.5
18354655,Bite N Sip,Gurgaon,"Shop 124, Huda Market, Sector 40, Near, Sector 31, Gurgaon","Fast Food, Chinese",0.0
18391141,Burger Joint,Gurgaon,"Shop 46, Huda Market Sector 40, Near Sector 31, Gurgaon",Fast Food,0.0
18492062,Dilli Light,Gurgaon,"40, 1st Floor, Sector 31, Gurgaon","North Indian, Chinese",0.0
18324806,Love Desserts,Gurgaon,"Sector 40, Near Sector 45, Gurgaon",Bakery,0.0
18354665,Flying Cakes,Gurgaon,"Main Huda Market, Sector 40, Near, Sector 31, Gurgaon",Bakery,2.4
309543,Bikkgane Biryani,Gurgaon,"SCO 6, HUDA Market, Sector 31, Gurgaon","Biryani, North Indian, Hyderabadi",4.0
18419875,Cafeast,Gurgaon,"Next to ITC Green Centre, Institutional Area, Sector 32, Near, Sector 39, Gurgaon","North Indian, Chinese",3.0
18358189,Yomo-Your Only Momo Outlet,Gurgaon,"Unitech Cyber Park, Sector 39, Gurgaon",Fast Food,3.0
18352250,Afghan Indian,Gurgaon,"1, V&D Tower Jharsa, Opposite Medicity Hospital, Sector 39, Gurgaon",Afghani,0.0
18435789,Al Fanoos,Gurgaon,"VPO Jharsa, Sector 39, Gurgaon","Afghani, North Indian",0.0
308199,Alwar Sweets & Namkeen,Gurgaon,"Shop 45-46, HUDA Market, Sector 39, Gurgaon","Mithai, Street Food",0.0
18393717,Baskin Robbins,Gurgaon,"Shop 1, Plot 1-A, Circular Road, New Colony, Sector 39, Gurgaon",Ice Cream,0.0
18458642,Bisht Food Court,Gurgaon,"Huda Market, Sector 32, Near Sector 39, Gurgaon","Fast Food, Chinese",0.0
18458635,Burj Al Arab,Gurgaon,"Shop 1&2, Dharam Tower, Opposite Medanta Hospital, Jharsa Village, Sector 39, Gurgaon",Afghani,0.0
18447121,Chinese Chilli Sizllers,Gurgaon,"Near City Centre Mall, Sector 39, Gurgaon",Chinese,0.0
18313136,Costa Coffee,Gurgaon,"Upper Ground Floor, Medanta - The Medicity Hospital, Sector 38, Near Sector 39, Gurgaon",Cafe,0.0
18358175,Costa Coffee,Gurgaon,"Medanta - The Medicity Hospital, Sector 38, Near Sector 39, Gurgaon",Cafe,0.0
18357944,Desi Bites,Gurgaon,"Plot 410, Near Medanta, Sector 39, Gurgaon","North Indian, Fast Food",0.0
18384132,Fresh Food,Gurgaon,"Q 292, Sector 40, Near Sector 39, Gurgaon",North Indian,0.0
18458643,Kwality Restaurant,Gurgaon,"Shop 91,92, Huda Market Sector 32, Near Sector 39, Gurgaon","North Indian, Chinese",0.0
18292436,Kwality Wall's Swirl's,Gurgaon,"Ground Floor, Tower B, Cyber Park, Sector 39, Gurgaon",Ice Cream,0.0
18345759,Nehra's Food Point,Gurgaon,"Opposite Unitech Cyber Park, Sector 39, Gurgaon",Chinese,0.0
18352657,Orange Food Cart,Gurgaon,"Opposite Medicity Hospital, Sector 39, Gurgaon",Chinese,0.0
18458637,Royal Sweets,Gurgaon,"Near Gurudwara, Opposite Medanta Hospital, Sector 39, Gurgaon","North Indian, Mithai, Chinese",0.0
18352655,Shree Annapurna,Gurgaon,"Opposite Medicity Hospital, Sector 39, Gurgaon","Chinese, North Indian",0.0
18458641,Underground Restaurant,Gurgaon,"Adjacent Unitech Cyber Park, Opposite HSBC Building, Sector 39, Gurgaon","Chinese, North Indian",0.0
304142,Midnight Sutra,Gurgaon,"Near Paras Hospital, Sector 43, Gurgaon","North Indian, Fast Food",3.0
18433016,Paddy's - The Grub Grill,Gurgaon,"Fuel Nation Petrol Pump, Opposite Ardee City Gate 2, Sector 52A, Near, Sector 43, Gurgaon","North Indian, Chinese, Fast Food",3.2
312683,Sugar Rush By Saiba,Gurgaon,"The Icon, Sector 43, Gurgaon","Bakery, Desserts",4.1
18037824,Bamboo House,Gurgaon,"Shop 97, HUDA Market, Sector 46, Near Sector 45, Gurgaon","Chinese, Thai",3.4
303848,Burger Unlimited Kitchen,Gurgaon,"Shop 78, HUDA Market, Sector 46, Near Sector 45, Gurgaon","North Indian, Chinese, Fast Food",3.2
18273536,Cafeteria Point,Gurgaon,"SCO 4, HUDA Market, Sector 46, Near Sector 45, Gurgaon",Cafe,3.2
18291450,Choudhary Gohana Famous Jalebi,Gurgaon,"Shop 3, Near Vita Booth, Huda Market, Sector 45, Gurgaon","Mithai, Street Food",3.2
18345780,Curry N' Tandoor,Gurgaon,"Shop 41, Huda Market, Sector 46, Near Sector 45, Gurgaon","Mughlai, North Indian",3.2
18303712,Dawat-e-Ishq,Gurgaon,"Shop 96, HUDA Market, Sector 45, Gurgaon","North Indian, Chinese",3.3
309021,Delish Bake N Choc,Gurgaon,"Shop 108 & 109, HUDA Market, Sector 46, Near Sector 45, Gurgaon","Bakery, Fast Food",2.9
306477,Flavours,Gurgaon,"Shop number 59, HUDA Market, Sector 46, Gurgaon, Sector 45, Gurgaon","North Indian, Chinese, Mughlai",3.3
18303698,Om Sweets & Snacks,Gurgaon,"Shop 135, Huda Market Sector 46, Near, Sector 45, Gurgaon","North Indian, South Indian, Street Food, Mithai",2.8
18381664,Om Sweets,Gurgaon,"SCO 141 & 142, Huda Market, Sector 46, Near, Sector 45, Gurgaon","Mithai, North Indian, South Indian, Chinese",3.2
18161601,Raj Restaurant,Gurgaon,"Next to Discovery Wines, Village Kanhai, Sector 45, Gurgaon","North Indian, Mughlai",3.1
18279913,Tasha's Artisan Foods,Gurgaon,"E-15, Greenwoods City, Sector 45, Gurgaon Near Sector 45","Bakery, Desserts",3.2
18268733,Urban Kitchen,Gurgaon,"Shop 93, HUDA Market, Sector 46,Near Sector 45, Gurgaon","North Indian, Chinese, Mughlai",3.2
18204811,Nite Bites,Gurgaon,"Sector 45, Gurgaon","North Indian, Chinese, Continental",3.7
18476542,Apna Dabba,Gurgaon,"Basement, 1346, Opposite Delhi Public School, Sector 45, Gurgaon",North Indian,0.0
18279459,BiBo's Kitchen,Gurgaon,"Sector 45, Gurgaon","Bengali, North Indian",0.0
18409216,Burger Point,Gurgaon,"Shop 37, Huda Market Sector 46, Near Sector 45, Gurgaon","Burger, Fast Food",0.0
313408,Cherry Crossing Foods,Gurgaon,"Sector 45, Gurgaon",North Indian,0.0
18345770,Chinese Fast Food,Gurgaon,"Village Kanhai Ramlila Ground, Opposite Shiv Mandir, Sector 45, Gurgaon",Chinese,0.0
18499475,Chinese Food,Gurgaon,"Sector 45, Gurgaon",Chinese,0.0
18034069,Chop Shop,Gurgaon,"Shop 65, HUDA Market, Sector 45, Gurgaon","Raw Meats, Fast Food",0.0
18396431,Dhara,Gurgaon,"Sector 45, Gurgaon","North Indian, Fast Food, South Indian",0.0
18392211,Foody Goody,Gurgaon,"Plot 1991, Sector 45, Gurgaon",North Indian,0.0
18291213,Kehar Sweets And Snacks,Gurgaon,"Shop 43, HUDA Market, Sector 45, Gurgaon","Mithai, Street Food",0.0
18350136,Muskan Chicken Biryani,Gurgaon,"Green Wood Plaza, Sector 45, Gurgaon",Biryani,0.0
310454,Shakes Cakes 'n' More,Gurgaon,"24, Ground Floor, Greenwood Plaza, Sector 45, Gurgaon","Bakery, Desserts",0.0
18446413,Shri Sai Kirpa Food,Gurgaon,"Opposite Shiv Mandir, Sector 45, Gurgaon",North Indian,0.0
18499471,Sufiya Hotel,Gurgaon,"Near Ramada Hotel, Sector 45, Gurgaon","Mughlai, North Indian",0.0
18124387,The Breakfast Bite,Gurgaon,"Near Delhi Public School, Sector 45, Gurgaon","North Indian, South Indian",0.0
18499459,Veg Hut,Gurgaon,"Near Ramada Hotel, Sector 45, Gurgaon",North Indian,0.0
894,Raj Restaurant,Gurgaon,"10, Green Woods Plaza, Green Wood City, Sector 45, Gurgaon","Chinese, North Indian, Mughlai",2.4
5079,Burger Hut,Gurgaon,"Shop 4, HUDA Market, Sector 5, Gurgaon","Burger, Fast Food, Chinese",2.8
18289241,Dancing Turkeys,Gurgaon,"Shop 8-10, Samaspur Market, Sector 51, Tigra Road, Near Sector 50, Gurgaon",Continental,3.3
18352682,The Pack King,Gurgaon,"Plot 46, Sector 51, Near Sector 50, Gurgaon",North Indian,0.0
18352658,Bikaner Misthan Bhandar,Gurgaon,"Main Market, Wazirabad, Sector 52, Near, Sector 53, Gurgaon","Mithai, Street Food",0.0
18241896,Zizo,Gurgaon,"Palm Spring Plaza, Sector 54, Gurgaon","Lebanese, Mediterranean, Middle Eastern, Arabian",3.9
18363062,Grill King Kabab & Curries,Gurgaon,"Shop 1, La Mart, La Laguna Society, Golf Course Road, Sector 54, Gurgaon","North Indian, Chinese",2.4
18380197,Aarush - A Mediterranean Kitchen,Gurgaon,"Sector 56, Gurgaon",Mediterranean,3.2
18472639,Blossoms 4 U,Gurgaon,"A 269, Ground Floor, Sushant Lok 2 , Sector 55, Near Sector 56, Gurgaon","Bakery, Desserts",3.0
18351822,Breakfast@60,Gurgaon,"801, Arihant CGHS, Sector 56, Gurgaon","Chinese, North Indian, South Indian, Healthy Food",3.1
18388168,Bunny Burgers,Gurgaon,"Shop 114-E, HUDA Market, Sector 56, Gurgaon","Fast Food, Burger",3.3
18472449,Curry Haus,Gurgaon,"DSS 59, Sector 55, Near Sector 56, Gurgaon",North Indian,3.1
18314053,Droolfi,Gurgaon,"HUDA Market, Sector 56, Gurgaon",Desserts,3.0
300654,Earthen Spices,Gurgaon,"7, Sushant Tower, Sushant Lok 2, Sector 56, Gurgaon","North Indian, Mughlai, Chinese",2.7
18144467,FatPlates,Gurgaon,"3, Ground Floor, Sushant Tower, Sector 56, Gurgaon",North Indian,3.0
18332527,Food4U!,Gurgaon,"198-199, Paras Trade Centre, Gwal Pahari, Sector 56, Gurgaon","North Indian, Chinese, Street Food",3.2
18423797,Ghar Ki Handi,Gurgaon,"Sector 56, Gurgaon",North Indian,3.0
18265424,Giani,Gurgaon,"HUDA Market, Sector 56, Gurgaon","Ice Cream, Desserts",3.2
311534,Great Desserts Company,Gurgaon,"SCO 86, 2nd Floor, District Shopping Centre, Sector 56, Gurgaon","Bakery, Desserts",3.3
18124345,Green Chick Chop,Gurgaon,"Shop 114-E, HUDA Market, Sector 56, Gurgaon","Raw Meats, Fast Food",2.9
5190,Mughlai Treat,Gurgaon,"26, Ground Floor, Sushant Tower, Sector 56, Gurgaon","North Indian, Mughlai",3.2
310235,Munch,Gurgaon,"Sector 56, Gurgaon","North Indian, South Indian, Fast Food",3.1
18251519,New Spice World,Gurgaon,"Opposite SBI ATM, Main Huda Market, Sector 56, Gurgaon","Chinese, Fast Food",2.9
6764,Pure Bliss,Gurgaon,"SCO 81, HUDA Market, Sector 55, Near Sector 56, Gurgaon","North Indian, Chinese",3.0
18345767,Puskar Raj Momos & Chinese Corner,Gurgaon,"HUDA Market, Near SBI ATM, Sector 56, Gurgaon",Chinese,3.0
313401,Sai-Yo!,Gurgaon,"Kiosk 11, District Commercial Center, Sector 56, Gurgaon","North Indian, Chinese",3.1
307398,Shanghai Cafe,Gurgaon,"SCO 13, District Commercial Sector, Near Metro Mall, Sector 56, Gurgaon",Chinese,2.6
309763,The Blaze,Gurgaon,"Club Florence, Block E, Sushant Lok 2, Sector 56, Gurgaon","North Indian, Chinese",2.9
18439540,Ullu Delivers,Gurgaon,"C Block, Near HUDA Market, Sector 56, Gurgaon","North Indian, Chinese",2.8
5011,Yomo-Your Only Momo Outlet,Gurgaon,"HUDA Market, Sector 56, Gurgaon",Fast Food,3.0
18265720,Dimsum Democracy,Gurgaon,"Market Parking, Sector 56, Gurgaon",Chinese,3.6
18444356,Midnight Hunger,Gurgaon,"Sector 56, Gurgaon","Continental, North Indian",3.8
18419894,The Punjab Kitchen,Gurgaon,"A-704, Grand Arc, Golf Course Extension Road, Sector 56, Gurgaon",North Indian,3.9
18254541,Too Maach,Gurgaon,"Shop 8, District Shopping Centre, Sector 56, Gurgaon","Bengali, North Indian",3.5
18393709,Apni Rasoi,Gurgaon,"HUDA Market Parking, Sector 56, Gurgaon",North Indian,0.0
18421493,Bala Ji Sweets Corner,Gurgaon,"HUDA Market, Sector 56, Gurgaon","Mithai, Street Food",0.0
18464628,Barista,Gurgaon,"52, Paras Trade Center, Sector 56, Gurgaon",Cafe,0.0
18398590,Biryani Express,Gurgaon,"Shop 3, Mehar Chand Complex, Wazirabad Market, Sector 56, Gurgaon",Biryani,0.0
18476986,Cafe #22hours,Gurgaon,"W Pratiksha hospital, Golf Course Extension Road, Sector 56, Gurgaon","North Indian, South Indian, Chinese, Healthy Food, Bakery",0.0
312560,Cake Innovation,Gurgaon,"ASF Insignia, Food Court, Gawal Pahari, Sector 56, Gurgaon","Bakery, Desserts",0.0
18391166,Chawla's_,Gurgaon,"10, District Commercial Center, Sector 56, Gurgaon","North Indian, Chinese",0.0
18464624,China Gathering,Gurgaon,"Shop 88, HUDA Market, Sector 55, Near Sector 56, Gurgaon",Chinese,0.0
18464616,Chinese Hot Express,Gurgaon,"Car Parking, Sector 56, Gurgaon",Chinese,0.0
18393725,Cookingo,Gurgaon,"Behind Legend Society, Sector 56, Gurgaon","Mughlai, North Indian, Chinese",0.0
18438453,Firefly,Gurgaon,"HUDA Market, Sector 56, Gurgaon",North Indian,0.0
18365603,Foodie Xpress,Gurgaon,"Plot 52, Sector 56, Gurgaon",North Indian,0.0
18388039,Go! Dimsum,Gurgaon,"HUDA Market, Sector 56, Gurgaon",Chinese,0.0
18495252,Kanha North & South Indian Veg.,Gurgaon,"Shop 2, District Shopping Complex, Sector 56, Gurgaon","North Indian, South Indian",0.0
18421502,Kings Kulfi,Gurgaon,"Shop No 18, Huda Market, Sector 56, Gurgaon",Ice Cream,0.0
18464630,Lassi Cafe,Gurgaon,"Main Baliawas, Sector 56, Gurgaon",North Indian,0.0
18335897,Marwadi Khana,Gurgaon,"Sector 56, Gurgaon","North Indian, Rajasthani",0.0
5935,Nukkadwala,Gurgaon,"Asf, Insignia, Gwal Pahari, Gurgaon-Faridabad Road, Sector 56, Gurgaon","Fast Food, Street Food",0.0
18421476,Ravi Fast Food,Gurgaon,"Huda Market, Sector 56, Gurgaon",Fast Food,0.0
305140,Shivalik Tiffin Corner,Gurgaon,"A1-148, Near Pawan Estate, Sector 56, Gurgaon",North Indian,0.0
18464618,Street Food By Punjab Grills,Gurgaon,"HUDA Market, Sector 56, Gurgaon",North Indian,0.0
18464626,Sweet Ginger Bakery,Gurgaon,"Shop 38, Paras Trade Centre, Sector 56, Gurgaon",Bakery,0.0
18261727,The Rolling Stove,Gurgaon,"HUDA Market, Sector 56, Gurgaon",Chinese,0.0
18319384,Vijeta's Happy Kitchen,Gurgaon,"Sector 56, Gurgaon",North Indian,0.0
306540,Chawla's_,Gurgaon,"2nd Floor, Community Centre, Devinder Vihar, Sector 56, Gurgaon","North Indian, Mughlai, Chinese",2.2
304524,Chy - Na Express,Gurgaon,"Shop 104, HUDA Market, Sector 56, Gurgaon",Chinese,2.2
2087,Kwality,Gurgaon,"85, HUDA Market, Sector 56, Gurgaon","Chinese, Mughlai, North Indian",2.4
18439516,Brother's Snacks and Shakes,Gurgaon,"Shop 3, Near Artemis Hospital, Sector 57, Gurgaon",Fast Food,3.2
5588,Ginger Garlic,Gurgaon,"G-7, Bestech Mall, Sector 57, Gurgaon",Chinese,2.8
311975,Arabicaa 9,Gurgaon,"Shop 1, Plot 1-A, Circular Road, New Colony, Sector 7, Gurgaon",Lebanese,3.3
6897,Burger Xpress,Gurgaon,"1A/1, Circular Road, New Colony, Sector 7, Gurgaon",Fast Food,3.4
313122,Dilli Light,Gurgaon,"170/11, Shiv Puri, Sector 7, Gurgaon","North Indian, Chinese",2.6
306976,KB's Kulfi & Icecream,Gurgaon,"1, Opposite Allahabad Bank, Sector 7 Chowk, Sector 7, Gurgaon",Ice Cream,2.8
308191,MyLoveBiryani.Com,Gurgaon,"Near Sector 7, Gurgaon","North Indian, Biryani",3.2
18336484,Tandoori Adda,Gurgaon,"SCO 2, Dyal Market, Shivpuri, Near Sector 7, Gurgaon","North Indian, Mughlai, Chinese",3.2
312665,Tiffins 4 U,Gurgaon,"Sector 7, Gurgaon",North Indian,3.1
18357570,Cafe Cup of Life,Gurgaon,"6B, New Colony, Circular Road, Sector 7, Gurgaon","Cafe, Fast Food, Chinese",3.7
310829,DCK- Dana Choga's Kitchen,Gurgaon,"83-R, New Colony, Sector 7, Gurgaon","North Indian, Mughlai",3.5
9852,Kishu Di Hatti Sweets,Gurgaon,"53 L, New Colony Market, Sector 7, Gurgaon",Mithai,3.6
18357912,KC Bakers,Gurgaon,"3/5, Khandsa Road, Sector 8, Gurgaon",Bakery,3.2
311455,Sham Sweets,Gurgaon,"Shivaji Nagar, Near Balaji Mandir, Sector 8, Gurgaon","Mithai, Street Food",2.8
18398839,Bake Cuddle,Gurgaon,"1090/11, Street 5, Near Arya Samaj Mandir, Arjun Nagar, Sector 8, Gurgaon",Bakery,0.0
1920,Gopala,Gurgaon,"D-85, Shopping Mall, Arjun Marg, DLF Phase 1, Gurgaon","Mithai, Street Food",3.4
358,Halki Aanch,Gurgaon,"D-141, Shopping Mall, Arjun Marg, DLF Phase 1, Gurgaon","North Indian, Chinese",3.3
5080,New Sukh Sagar,Gurgaon,"CB-84, Shopping Mall, Arjun Marg, DLF Phase 1, Gurgaon",Street Food,3.2
