Restaurant ID,Restaurant Name,City,Address,Cuisines,Aggregate rating
18489838,Food Adda,New Delhi,"Shop 2, DDA Market, Hudson Lane, GTB Nagar, New Delhi","North Indian, Italian, Chinese",0.0
18441835,Friends Fast Food,New Delhi,"Shop 27, DDA Market, Hudson Lane, Kingsway Camp, Hudson Lane, GTB Nagar, New Delhi","Chinese, Fast Food",0.0
18361202,Hot & Pot,New Delhi,"Near DTC Bus Pass Section, Timar Pur Chowk, GTB Nagar, New Delhi","Chinese, Fast Food",0.0
18463978,Lucky Corner Shop,New Delhi,"2418, Hudson Lane, GTB Nagar, New Delhi",Fast Food,0.0
18124389,Mahesh Shudh Vaishno Bhojanalya,New Delhi,"Near GTB Metro Station, Delhi University, GTB Nagar, New Delhi",North Indian,0.0
18492048,Piper's & Grill - The Night Chef,New Delhi,"GTB Nagar, New Delhi","North Indian, Chinese, Continental",0.0
18463985,RAM-G Samose Wale,New Delhi,"C-16, Hudson Lane, GTB Nagar, New Delhi",Street Food,0.0
18124352,Shubham Vaishno Bhojanalya,New Delhi,"12 D, Dhaka Village, Main Road, Delhi University, GTB Nagar, New Delhi",North Indian,0.0
9442,Shudh Vaishno Bhojanalaya,New Delhi,"Shop 104, Near Metro Station Gate 3, Kingsway Camp, GTB Nagar, New Delhi",North Indian,0.0
18361755,Shudh Vaishno Dhaba,New Delhi,"Near Indra Band, Kingsway Camp, GTB Nagar, New Delhi",North Indian,0.0
18455513,Singh Chicken,New Delhi,"Shop 1, Plot 7 & 8, Vishal Market, West Mukherjee Nagar, GTB Nagar, New Delhi","North Indian, Mughlai",0.0
18481309,Spezia Deliveries,New Delhi,"Hudson Lane, GTB Nagar, New Delhi","North Indian, Continental, Chinese",0.0
18499482,TAG,New Delhi,"Near GTB Nagar metro station, GTB Nagar, New Delhi","Cafe, Continental, Chinese",0.0
18446394,UFO,New Delhi,"GTB Nagar, New Delhi","Fast Food, Street Food, Beverages",0.0
18431175,Urban Patty House,New Delhi,"Shop 13, DDA Market, Hudson Lane, GTB Nagar, New Delhi",Fast Food,0.0
18375397,Big Yellow Door,New Delhi,"2521, 2nd Floor, Kingsway Camp, Hudson Lane, GTB Nagar, New Delhi","Cafe, Fast Food, Italian",4.3
6628,Amritsar Juction,New Delhi,"Opposite Amar Dev Public School, Near Vinayak Hospital, Gujranwala Town, New Delhi","North Indian, Chinese",3.1
4079,Bawarchi,New Delhi,"236, Main Road, Opposite North Gate Orbit Plaza Mall, Part 3, Gujranwala Town, New Delhi","North Indian, Chinese",3.3
9392,Bawarchi,New Delhi,"1, Local Shopping Complex, Derawala Nagar, Gujranwala Town, New Delhi","North Indian, Mughlai",3.3
9386,Bhogalji Bikaner Sweets,New Delhi,"A-353, Derawal Nagar, Gujranwala Town, New Delhi",Mithai,2.9
312400,Bikanervala,New Delhi,"B-79, GT Karnal Road, Industrial Area, Gujranwala Town, New Delhi","Mithai, Street Food, North Indian, South Indian, Chinese, Fast Food, Beverages",3.2
310982,Changezi Chicken,New Delhi,"G-1, Vardhman Royal Plaza, LSC, Deraval Nagar Part 1, Gujranwala Town, New Delhi","North Indian, Mughlai",3.1
9421,Giani's,New Delhi,"A-353, 7, Derawala Nagar, Gujranwala Town, New Delhi","Ice Cream, Desserts",3.4
1147,Gola Northend,New Delhi,"Plot 5, Local Shopping Centre, Gujranwala Town, New Delhi","Mughlai, North Indian, Chinese",3.1
18057825,Kay's Chik-In,New Delhi,"G-3, Vardhman Royal Plaza, Gujranwala Town Part 1, Gujranwala Town , New Delhi",North Indian,2.6
18444811,Mr. Lobo,New Delhi,"Shop 1, Local Shopping Complex, Derawal Nagar,  Phase 4, Gujranwala Town, New Delhi","Chinese, Fast Food",3.0
9366,Nut Khut Rasoi,New Delhi,"1, Near Gola Northend, Gujranwala Town, New Delhi",Chinese,3.4
18361754,Purani Delhi 6,New Delhi,"98/11, Badi Madjid, G.T. Karnal Road, Gujranwala Town, New Delhi","North Indian, Mughlai",3.0
18245254,Raahgiri,New Delhi,"G-6, Local Shopping Complex, Gujranwala Town, New Delhi","North Indian, Chinese",3.2
18219524,Singh Dhaba,New Delhi,"Near Arya Bhatt College, G T Karnal Road, Industrial Area, Gujranwala Town, New Delhi",North Indian,3.0
305276,Sugar Boutique,New Delhi,"58, State Bank Colony, Near Part 2, Gujranwala Town, New Delhi",Bakery,3.1
312355,Zaika Amritsari,New Delhi,"G-6/7, Balaji Plaza, DDA Market, Gujranwala Town, New Delhi",North Indian,3.0
6599,Ashok Meat Wala,New Delhi,"B-180/2, Derawal Nagar, Gujranwala Town, New Delhi",Mughlai,3.5
300022,Baker's Stop,New Delhi,"A-353, Near Malwa Taxi Stand Crossing, Derawal Nagar, Gujranwala Town, New Delhi","Bakery, Desserts, Fast Food",3.8
6605,Nut Khat Caterers,New Delhi,"Near Vinayak Hospital, Gujranwala Town, New Delhi","Fast Food, Street Food",3.6
18034044,Penta Cafe,New Delhi,"663, Near Pentamed Hospital, Derawal Nagar, Gujranwala Town, New Delhi","Fast Food, Italian",3.6
300946,Penta Cafeteria,New Delhi,"Shop 6, Block 5, LSC Derawala Nagar, Gujranwala Town, New Delhi",Fast Food,3.6
18457090,Railway Yard,New Delhi,"B-36/11, GT Karnal Road Industrial Area, Near Nanak Piao Gurudwara, Gujranwala Town, New Delhi","North Indian, Chinese, Continental",3.8
310409,Roti Aur Boti,New Delhi,"B-177, Derawal Nagar, Gujranwala Town, New Delhi",Fast Food,3.5
307228,Sahni Fish Corner,New Delhi,"G2, Balaji Complex, Gujranwala Town, New Delhi",Mughlai,3.5
18464633,Aap Ki Khatir,New Delhi,"G-1, LSC, Derawala Nagar, Near Pentamed Hospital, Gujranwala Town, New Delhi",North Indian,0.0
18358668,Aggarwal Sweets,New Delhi,"A-199, Gujranwala Town, New Delhi","Street Food, Chinese",0.0
18361743,Amul Ice-Cream Parlour,New Delhi,"Ground Floor, North Gate Mall, Gujranwala Town, New Delhi",Ice Cream,0.0
18245285,Chaat King,New Delhi,"Shop 6 & 7, DDA Market, Near Pentamed Hospital, Gujranwala Town, New Delhi","Street Food, Fast Food",0.0
18364336,Cherry Berry,New Delhi,"State Bank Colony, Near Nanak Piau Gurudwara, GTK Road, Gujranwala Town, New Delhi","Bakery, Desserts",0.0
18358207,Flavours Kitchen,New Delhi,"G-4, Local Shopping Complex, Gujranwala Town, New Delhi","North Indian, Chinese",0.0
312357,Hook Up,New Delhi,"Shop 14, Pentamed Hospital Complex, LSC Derawal Nagar, Gujranwala Town, New Delhi","North Indian, Continental",0.0
18464627,Jnm Mama Mafia,New Delhi,"Shop G-7, Vardhman Royal Plaza, Local Shopping Complex, Deraval Nagar Part 1, Gujranwala Town, New Delhi",Fast Food,0.0
18431125,Kitchen199,New Delhi,"A-199, Part 1, Gujranwala Town, New Delhi","North Indian, Chinese",0.0
18361741,Noddy's,New Delhi,"Ground Floor, North Gate Mall, Gujranwala Town, New Delhi","Beverages, Desserts",0.0
18464621,Om Ji Bhature Wale,New Delhi,"G-6, Vardhman Royal Complex, Part 1, Gujranwala Town, New Delhi",Street Food,0.0
18449634,Peshawari Mehel,New Delhi,"Shop 4, Plot 10, LSC, Derawala Nagar, Near Pentamid Hospital, Gujranwala Town, New Delhi",North Indian,0.0
18361745,Republic of Chicken,New Delhi,"251, Gujrawalan Town 3, Gujranwala Town, New Delhi","Raw Meats, Fast Food",0.0
18124390,Shri Radhe,New Delhi,"A-199, Gujranwala Town Part 1, Gujranwala Town, New Delhi",North Indian,0.0
18464637,Spices Affair,New Delhi,"G-7, LSC, Derawala Nagar, Near Pentamed Hospital, Gujranwala Town, New Delhi","North Indian, Mughlai",0.0
5897,34 Parkstreet Lane,New Delhi,"DDA Market,Kala Sarai, Hauz Khas, New Delhi",Fast Food,3.2
18381236,Al Forno by Aishwarya,New Delhi,"Gulmohar Park, Hauz Khas, New Delhi","Bakery, Desserts",3.4
18416840,Bakingo,New Delhi,"Shop 8, Plot 1, Kaushalya Park, Hauz Khas, New Delhi",Bakery,2.7
18222563,Bandstand,New Delhi,"214, DDA Shopping Complex, Aurobindo Place, Hauz Khas, New Delhi","European, Continental",3.3
18449796,Big Fat Sandwich,New Delhi,"A-15A Front, Hauz Khas, New Delhi",American,2.9
18471243,Blue Tokai Coffee Roasters,New Delhi,"A-15A Front, Hauz Khas, New Delhi",Cafe,3.3
652,Cafe Coffee Day - The Lounge,New Delhi,"E-29, Main Market, Hauz Khas, New Delhi",Cafe,2.6
9841,Cakes & Bakes,New Delhi,"Block E-1, Ground Floor, Near Hauz Khas Police Station, Hauz Khas, New Delhi","Bakery, Fast Food",2.9
313482,Captain Grub,New Delhi,"Hauz Khas, New Delhi","American, Fast Food",3.3
308599,Chaat Corner,New Delhi,"Shop 6, Aurobindo Market, Hauz Khas, New Delhi",Street Food,3.2
807,Cosy Restaurant,New Delhi,"B-1/30, Hauz Khas, New Delhi","North Indian, Mughlai, Chinese",3.4
18423871,Food Refill,New Delhi,"472, Hardevpuri , Gautam Nagar, Hauz Khas, New Delhi",Chinese,3.1
308188,Ganesh Anna South Indian Food Corner,New Delhi,"Sudarshan Road, Gautam Nagar, Hauz Khas, New Delhi",South Indian,3.0
3156,Giani,New Delhi,"B-1/30, Ground Floor, Opposite Aurobindo Place Market, Hauz Khas, New Delhi","Ice Cream, Desserts",3.3
306319,Gravies,New Delhi,"Adjacent Main Market, Hauz Khas, New Delhi","North Indian, Biryani, Mughlai",3.3
311033,Green Chick Chop,New Delhi,"56, Kalu Sarai, Opposite IIT Gate, Near Azad Apatments, Hauz Khas, New Delhi","Raw Meats, North Indian, Fast Food",3.1
4250,Grub Pub,New Delhi,"E-11, Hauz Khas Main Market, Hauz Khas, New Delhi",Chinese,3.4
300607,Handi Masala Restaurant,New Delhi,"101, DDA Shopping Complex, Vijay Mandal, Near Metro Satation, Hauz Khas, New Delhi","North Indian, Chinese, Mughlai",2.6
301325,Himalaya Dhaba,New Delhi,"122 A-10,Gautam Nagar, Hauz Khas, New Delhi",North Indian,2.6
308277,Hot & Hot,New Delhi,"Opposite Aurobindo Market, Hauz Khas, New Delhi","Chinese, Fast Food",2.9
301328,Hot Box,New Delhi,"F-130/2, Gautam Nagar, Near, Hauz Khas, New Delhi","North Indian, Continental, Fast Food",2.6
18313482,Indrani's Kitchen,New Delhi,"D 74, Hauz Khas, New Delhi",Bengali,3.3
18287406,Kallu Hot Zaika,New Delhi,"G-11, Hauz Khas, New Delhi",Mughlai,2.9
18354624,Kathi Roll Corner 44,New Delhi,"Hauz Khas Market Road, Opposite NIFT, Hauz Khas, New Delhi",Fast Food,3.1
307025,Mama Dhaba,New Delhi,"D-137, Gautam Nagar, Near Hauz Khas, New Delhi",North Indian,2.8
18469980,Miam,New Delhi,"A-15A Front, Hauz Khas, New Delhi","Bakery, Desserts",3.2
309593,Momos House,New Delhi,"G-130, Sudarshan Cinema Road, Gautam Nagar, Hauz Khas, New Delhi",Chinese,3.3
18252376,Nirula's Ice Cream,New Delhi,"Surya Mansion 1, Kaushalya Park, Hauz Khas, New Delhi","Ice Cream, Desserts",2.9
312809,Overdose,New Delhi,"27 C/3, Gautam Nagar, Hauz Khas, New Delhi","North Indian, Mughlai, Chinese",2.7
304546,Punjabi Chaap Corner,New Delhi,"D-137, Gautam Nagar, Hauz Khas, New Delhi",North Indian,2.8
301327,Punjabi Tadka,New Delhi,"Shop 2, 117/1, Sudarshan Road, Gautam Nagar, Hauz Khas, New Delhi","North Indian, Chinese",3.1
303170,Rapti Chinese Food,New Delhi,"Shop 27, C/4, Gautam Nagar, Near Hauz Khas, New Delhi",Chinese,3.2
306658,Riyaz Chicken Corner,New Delhi,"Shop 137, Block D, Gautam Nagar, Hauz Khas, New Delhi","Biryani, North Indian",3.4
300564,Sharda Pastry Shop,New Delhi,"E 23, Hauz Khas, New Delhi","Bakery, Desserts, Fast Food",2.8
5630,Southy,New Delhi,"15, Koushalya Park, Hauz Khas, New Delhi",South Indian,3.1
306511,Spicy,New Delhi,"117/1, Shop 3, Sudarshan Road, Gautam Nagar, Hauz Khas, New Delhi","North Indian, Chinese, Fast Food",2.9
306247,Subway,New Delhi,"E-25A, Hauz Khas Market, Hauz Khas, New Delhi","American, Fast Food, Salad, Healthy Food",2.8
18245263,The Foodie Cafe,New Delhi,"DDA Shopping Complex, Aurobindo Place, Hauz Khas, New Delhi","Chinese, Fast Food",3.4
305040,Uncle's Kabab Point,New Delhi,"103-A/1, Sudershan Cinema Road, Gautam Nagar, Hauz Khas, New Delhi","Fast Food, North Indian",3.4
673,Wimpy,New Delhi,"31, Aurobindo Place Market, Hauz Khas, New Delhi","Fast Food, Burger",2.6
304542,Zaika,New Delhi,"27-A/1, Opposite Central Park, Gautam Nagar, Hauz Khas, New Delhi","North Indian, Mughlai, Chinese",2.7
18349919,Natural Ice Cream,New Delhi,"G-1, Ground Floor, Opposite Aurobindo Market, Hauz Khas, New Delhi",Ice Cream,4.5
4251,Cafe 6,New Delhi,"D-6, Ground Floor, Hauz Khas, New Delhi","Cafe, Fast Food, North Indian",3.9
305736,Cafe Coffee Day,New Delhi,"Near Main Building, IIT, Hauz Khas, New Delhi",Cafe,3.5
308257,Dzukou Tribal Kitchen,New Delhi,"E-22, 3rd Floor, Main Market, Hauz Khas, New Delhi",Naga,3.8
18359259,Havmor Ice Cream,New Delhi,"G-1, Opposite Aurobindo Market, Hauz Khas, New Delhi",Ice Cream,3.6
18335682,Lost in Frost,New Delhi,"Hauz Khas, New Delhi",Bakery,3.7
303716,Pink Box,New Delhi,"B-1/30, Near Aurobindo Marg, Hauz Khas, New Delhi","Bakery, Desserts",3.8
18430873,Potet,New Delhi,"The Junction, CSC Complex, Green Park Main Road, Hauz Khas, New Delhi","Fast Food, Beverages",3.7
18440414,Root'd,New Delhi,"216, A/1, Gulmohar Park Main Road, Near Father Agnel School, Gulmohar Park, Hauz Khas, New Delhi","Continental, Cafe",3.7
5267,South Cafe,New Delhi,"125-A, Gautam Nagar, Hauz Khas, New Delhi",South Indian,3.5
310259,Sri Balaji,New Delhi,"117/2, Shop 2 & 3, Sudarshan Road, Gautam Nagar, Near Hauz Khas, Hauz Khas, New Delhi","South Indian, Chinese",3.5
18402768,Thalaivar,New Delhi,"E-25 A, Main Market, Hauz Khas, New Delhi","South Indian, Kerala",3.8
18418258,The Junction,New Delhi,"CSC Complex, Opposite Aurobindo Market, Hauz Khas, New Delhi","North Indian, Continental, Asian, Italian",3.9
18427205,34 Park Street Lane,New Delhi,"63, Kalu Sarai, Opposite Bansal Tutorials, Hauz Khas, New Delhi",Fast Food,0.0
18472618,Adda The Spice Affair,New Delhi,"117/2, Sudarshan Road, Gautam Nagar, Near Hauz Khas, Hauz Khas, New Delhi","North Indian, Chinese",0.0
18424902,All About Food,New Delhi,"E 137 , Gautam Nagar, Hauz Khas, New Delhi",North Indian,0.0
18427209,Bombay Pao Bhaji,New Delhi,"DDA Market, Kalu Sarai, Hauz Khas, New Delhi",Street Food,0.0
18336472,Brown House Cafe,New Delhi,"117/3, Sudarshan Road, Gautam Nagar, Near Hauz Khas, New Delhi","Chinese, North Indian",0.0
18163900,Chinese Hutt,New Delhi,"F-137/2 Ground Floor, Left Side Gulmohar Park Road, Gautam Nagar, Hauz Khas, New Delhi","Chinese, Fast Food",0.0
18425757,Desi Tadka,New Delhi,"F 137/2, Gautam Nagar, Hauz Khas, New Delhi",North Indian,0.0
18427218,Food Daddy,New Delhi,"44 A/2, Kalu Sarai, Hauz Khas, New Delhi",North Indian,0.0
18352684,Front Food Corner,New Delhi,"DDA Market, Kalu Sarai, Hauz Khas, New Delhi",North Indian,0.0
18423135,Gupta's Vegetarian Paradise,New Delhi,"107 A, Gautam Nagar, Hauz Khas, New Delhi",North Indian,0.0
18472605,Hot Kathi Roll,New Delhi,"Gautam Nagar, Hauz Khas, New Delhi",Fast Food,0.0
18224537,House Of Chocolate,New Delhi,"Gautam Nagar, Hauz Khas, New Delhi","Desserts, Bakery",0.0
18494204,Jaisons,New Delhi,"118/14, Gurukul Road, Gautam Nagar, Hauz Khas, New Delhi","Fast Food, Street Food",0.0
18425738,Sher -E- Punjab,New Delhi,"Shop 3, Main Road Gautam Nagar, Hauz Khas, New Delhi",North Indian,0.0
18418229,Shi Cafe,New Delhi,"24/3, Hauz Khas Village, Hauz Khas, New Delhi","Cafe, Mexican, Continental",0.0
18425748,Sri Balaji,New Delhi,"9 A, Gautam Nagar, Hauz Khas, New Delhi","South Indian, Chinese",0.0
18287398,Zaika Kathi Roll,New Delhi,"137, Gautam Nagar Nala, Near Hauz Khas, Hauz Khas, New Delhi",Fast Food,0.0
18436439,Cravity ,New Delhi,"A-15A/1, Hauz Khas, New Delhi","Desserts, Fast Food",4.0
18365575,Little Saigon,New Delhi,"E-16, Main Market, Hauz Khas, New Delhi",Vietnamese,4.0
307490,Summer House Cafe,New Delhi,"1st Floor, DDA Shopping Complex, Aurobindo Place, Hauz Khas, New Delhi","Italian, Continental",4.1
301001,Elf Cafe & Bar,New Delhi,"26 A, 2nd Floor, Hauz Khas Village, New Delhi","Italian, North Indian, Continental",3.3
8369,Garage Inc.,New Delhi,"30, 2nd Floor, Powerhouse Buliding, Hauz Khas Village, New Delhi","Continental, American, Italian",3.4
304296,My Bar Grill,New Delhi,"28, 3rd Floor, Hauz Khas Village, New Delhi","North Indian, Italian, Continental, Chinese",3.3
18082196,Wow! Momo,New Delhi,"8-A, Hauz Khas Village, New Delhi",Chinese,3.4
307931,Coast Cafe,New Delhi,"H-2, 2nd & 3rd Floor, Hauz Khas Village, New Delhi","Continental, Kerala",4.5
313304,Chaayos,New Delhi,"26, 1st Floor, Hauz Khas Village, New Delhi","Cafe, Tea",3.9
5732,"Elma's Bakery, Bar, and Kitchen",New Delhi,"31, 2nd Floor, Hauz Khas Village, New Delhi","Continental, American, Italian, Bakery",3.9
301131,Fork You,New Delhi,"30, 1st Floor, Hauz Khas Village, New Delhi","Continental, Asian, Italian, Mediterranean, Burger",3.8
312437,High5 Cafe & Bar,New Delhi,"TB-6/1-A, 1st Floor, Hauz Khas Village, New Delhi","American, Continental, North Indian, Chinese",3.7
301442,Imperfecto,New Delhi,"1-A/1, Hauz Khas Village, New Delhi","Mediterranean, Italian, Continental, Spanish, North Indian",3.7
301574,Maison Des Desserts,New Delhi,"T-49, Hauz Khas Village, New Delhi","Cafe, Desserts",3.9
308463,Maquina,New Delhi,"30-A, Hauz Khas Village, New Delhi","Continental, Tex-Mex",3.8
304027,Masha,New Delhi,"9-A, 1st Floor, Hauz Khas Village, New Delhi","North Indian, Chinese, Thai, Italian, Middle Eastern",3.5
307330,Moonshine Cafe & Bar,New Delhi,"30, 2nd Floor, Hauz Khas Village, New Delhi","Continental, Italian",3.5
306334,New York Slice,New Delhi,"50, Hauz Khas Village, New Delhi","Pizza, Fast Food",3.7
5030,Out Of The Box,New Delhi,"9-A, 2nd & 3rd Floor, Hauz Khas Village, New Delhi","American, North Indian, European, Asian",3.7
8893,Raasta,New Delhi,"30-A, 1st Floor, Hauz Khas Village, New Delhi","Continental, Italian",3.9
308322,Hauz Khas Social,New Delhi,"9-A & 12, Hauz Khas Village, New Delhi","Continental, American, Asian, North Indian",4.3
3392,Kunzum Travel Cafe,New Delhi,"T-49, First Floor, Hauz Khas Village, New Delhi",Cafe,4.2
18408040,Lord of the Drinks Meadow,New Delhi,"Inside Deer Park, Hauz Khas Village, New Delhi","European, Chinese, North Indian, Italian",4.2
307360,Matchbox,New Delhi,"30, 1st Floor, Hauz Khas Village, New Delhi","American, British, Continental",4.0
89,Naivedyam,New Delhi,"Shop 1, Hauz Khas Village, New Delhi",South Indian,4.2
18208924,Rang De Basanti Urban Dhaba,New Delhi,"1-A, 1st Floor, Hauz Khas Village, New Delhi",North Indian,4.4
303092,Smoke House Deli,New Delhi,"12, Hauz Khas Village, New Delhi","European, Italian, Cafe",4.1
307436,Viva Deli - Holiday Inn,New Delhi,"Holiday Inn, 12, Asset Area, Hospitality District, Aerocity, New Delhi",Bakery,3.3
306510,Cafe on 3 - Holiday Inn,New Delhi,"Holiday Inn, 13-A, District Centre, Mayur Vihar Phase 1, New Delhi","Continental, Chinese, Thai, Mediterranean",3.4
312801,The Kylin Experience - Holiday Inn,New Delhi,"Holiday Inn, 13 A, District Centre, Mayur Vihar Phase 1, New Delhi","Japanese, Chinese, Asian, Thai",3.7
3293,Thugs - Hotel Broadway,New Delhi,"Hotel Broadway, 4/15/A, Daryaganj, New Delhi",Finger Food,3.4
422,Chor Bizarre - Hotel Broadway,New Delhi,"Hotel Broadway, 4/15/A, Daryaganj, New Delhi","North Indian, Kashmiri, Chinese, Thai, Korean",3.9
3260,Opium Bar - Hotel City Park,New Delhi,"Hotel City Park, KP Block, Pitampura, New Delhi","Finger Food, North Indian, Chinese",2.8
1267,Yellow Mirchi - Hotel City Park,New Delhi,"Hotel City Park, KP Block, Pitampura, New Delhi",North Indian,3.9
18273067,Curry Capital - Hotel Classic Diplomat,New Delhi,"A-4, NH 8, Near IGI Airport, Mahipalpur, New Delhi","North Indian, Continental, South Indian, Chinese",0.0
18312623,Viceroy Bar - Hotel Classic Diplomat,New Delhi,"Hotel Classic Diplomat, A-4, NH 8, Near IGI Airport, Mahipalpur, New Delhi",North Indian,0.0
308069,Cafe Regent,New Delhi,"Hotel Regent Grand, 2/6 East Patel Nagar, Near Pusa Road, East Patel Nagar, New Delhi",Cafe,3.0
308068,The Grand Kitchen,New Delhi,"Hotel Regent Grand, 2/6 East Patel Nagar, Near Pusa Road, East Patel Nagar, New Delhi","North Indian, Chinese",0.0
4367,Lutyen's - Hotel The Royal Plaza,New Delhi,"Hotel The Royal Plaza, 19, Ashoka Road, Janpath, New Delhi","Continental, North Indian, Italian",3.3
4364,Onyx Bar - Hotel The Royal Plaza,New Delhi,"Hotel The Royal Plaza, 19, Ashoka Road, Janpath, New Delhi","Continental, Chinese, Japanese, North Indian, Thai",3.0
310365,SKY Lounge Bar & Grill - Hotel The Royal Plaza,New Delhi,"Rooftop, Hotel The Royal Plaza, 19, Ashoka Road, Connaught Place, New Delhi",Finger Food,3.4
4366,Jasmine - Hotel The Royal Plaza,New Delhi,"Hotel The Royal Plaza, 19, Ashoka Road, Janpath, New Delhi","Seafood, Chinese, Japanese, Sushi, Thai",3.7
4365,Lord William Tea Lounge - Hotel The Royal Plaza,New Delhi,"Hotel The Royal Plaza, 19, Ashoka Road, Janpath, New Delhi",Cafe,3.6
18419892,Royal Brewery Bistro,New Delhi,"Hotel The Royal Plaza, 19, Ashoka Road, Connaught Place, New Delhi","Finger Food, Italian",3.5
4357,Cafe - Hyatt Regency,New Delhi,"Hyatt Regency, Bhikaji Cama Place, New Delhi","Cafe, Continental, North Indian",3.6
3379,La Piazza - Hyatt Regency,New Delhi,"Hyatt Regency, Bhikaji Cama Place, New Delhi",Italian,3.9
3264,Polo Lounge - Hyatt Regency,New Delhi,"Hyatt Regency, Bhikaji Cama Place, New Delhi",Finger Food,3.6
4368,Sidewalk - Hyatt Regency,New Delhi,"Hyatt Regency, Bhikaji Cama Place, New Delhi","Bakery, Cafe",3.8
4356,T.K'S Oriental Grill - Hyatt Regency,New Delhi,"Hyatt Regency, Bhikaji Cama Place, New Delhi","Japanese, Thai, Sushi",3.9
3378,China Kitchen - Hyatt Regency,New Delhi,"Hyatt Regency, Bhikaji Cama Place, New Delhi",Chinese,4.0
310032,The Hub -  ibis New Delhi,New Delhi,"ibis New Delhi, Asset 9, Hospitality District, Aerocity, New Delhi",North Indian,3.1
18481317,Frugurpop-  ibis New Delhi,New Delhi,"ibis New Delhi, Asset 9, Hospitality District, Aerocity, New Delhi","Ice Cream, Desserts",0.0
18436483,Baked and Wrapped,New Delhi,"Laxmi Bai Nagar, INA, New Delhi","Bakery, Desserts",3.1
18245249,M.D. Kitchen,New Delhi,"62, Laxmi Bai Nagar Market, Opposite INA Market, Near Dilli Haat, INA, New Delhi","North Indian, Mughlai, Chinese, South Indian",2.6
301448,Kerala Hotel,New Delhi,"211-A, Mohan Singh Market, INA Market, INA, New Delhi","Kerala, Biryani",3.9
18425152,New Classic Kitchen,New Delhi,"Shop 35, Laxmi Bai Nagar Market, INA, New Delhi","Chinese, Fast Food",0.0
312231,M.P. Canteen,New Delhi,"South Avenue, President's Estate, Near, India Gate, New Delhi","South Indian, North Indian, Chinese, Mughlai",3.1
18057802,Mysore Cafe,New Delhi,"12, South Avenue Market, Near Sena Bhawan, India Gate, New Delhi",South Indian,3.2
307622,Maharashtra Sadan,New Delhi,"Behind Baroda House, Kasturbha Gandhi Marg, Near India Gate, New Delhi","North Indian, Maharashtrian",3.8
18475283,Kashmiri Hills Wazwan,New Delhi,"Kasmir House, India Gate, New Delhi",Kashmiri,0.0
18481278,Mirch Masala Restaurant,New Delhi,"Shop 1, South Avenue Market, India Gate, New Delhi",North Indian,0.0
311546,Shree Rathnam,New Delhi,"24, Akbar Road, Near India Gate, New Delhi","South Indian, North Indian, Chinese",0.0
1546,Abhishek Restaurant,New Delhi,"Shop G-6, Pankaj Corner Market, Near Prince Appartment, IP Extension, New Delhi","North Indian, Chinese",2.9
4673,AL Maroosh,New Delhi,"E/76, West Vinod Nagar, IP Extension, New Delhi","North Indian, Mughlai, Chinese",2.8
18440187,Ambarsari Kababs & Curries,New Delhi,"G-45, Pankaj Central Market, Near Plato Public School, IP Extension, New Delhi","North Indian, Chinese",3.0
304304,Ambrosia - The Golden Palms Hotel,New Delhi,"The Golden Palms Hotel, 6C, Opposite East Delhi Police Headquarter, IP Extension, New Delhi","North Indian, Continental",2.8
18107859,Bala's Kitchen,New Delhi,"B/1-133, Ekta Garden, IP Extension, New Delhi",South Indian,2.9
303582,Cafe Meadows,New Delhi,"9, DDA Market 1, Opposite St. Andrew's Scots School, IP Extension, New Delhi","Fast Food, Desserts",3.1
306595,Dee The Baker,New Delhi,"Agrasen Apartments, IP Extension, New Delhi",Bakery,3.4
305348,Dilli Darbaar,New Delhi,"Madhu Vihar Market, IP Extension, New Delhi",Street Food,3.1
303586,Finger Licious,New Delhi,"A-142, Madhu Vihar Main Road, Near Patparganj Bus Depot, IP Extension, New Delhi","Bakery, Fast Food",3.2
18289231,Garden Hut,New Delhi,"Balco Society, Front Market, IP Extension, New Delhi",Chinese,2.7
9803,Hari Mirch Masala,New Delhi,"B-34, Gurudawara Road, Madhu Vihar, IP Extension, New Delhi","North Indian, Chinese",2.8
3700,Kamal's,New Delhi,"C-31, Gurudwara Road, Madhu Vihar, IP Extension, New Delhi","North Indian, South Indian, Chinese, Fast Food",2.8
3093,Kocktails & Kurries,New Delhi,"4, Atlantic Plaza, Local Shopping Complex, IP Extension, New Delhi","North Indian, Chinese",3.1
308849,Madras Cafe,New Delhi,"C 30, Madhuvihar, IP Extension, New Delhi",South Indian,3.2
301149,Mahalaxmi Dairy & Sweets,New Delhi,"C-2/1, Madhu Vihar, Sai Chowk, IP Extension, New Delhi","Mithai, Street Food",2.6
305159,Meet n Eat,New Delhi,"G-2, Atlantic Plaza, LSC 2, Opposite Ajanta Apartment, IP Extension, New Delhi","North Indian, Fast Food, Chinese",2.7
6256,Punjabi Mirchi,New Delhi,"G-21, Pankaj Central Market, Near Plato Public School, IP Extension, New Delhi","North Indian, Mughlai, Chinese",3.3
18258483,The Garam Masala,New Delhi,"G-7, Aggarwal Tower, Near Ajanta Market, LSC 2, IP Extension, New Delhi","North Indian, Chinese",3.4
9806,Unique Pastry Shop,New Delhi,"C-15, Madhu Vihar, IP Extension, New Delhi",Bakery,3.4
303590,Vaishno Amritsari Dhaba,New Delhi,"G-12, Aggarwal Tower, Local Shopping Complex 2, Near AVB Public School, IP Extension, New Delhi",North Indian,3.2
